S.N.,Open,High,Low,Close,Change,Per Change (%),Turnover,Date
492,"2,650.54","2,677.63","2,622.32","2,629.97",-21.51,-0.81,"4,008,937,133.00",2021-11-29
493,"2,730.75","2,730.75","2,644.91","2,651.49",-80.29,-2.94,"5,835,135,055.00",2021-11-28
494,"2,736.84","2,746.06","2,721.38","2,731.78",-3.22,-0.12,"3,789,709,331.00",2021-11-25
495,"2,737.09","2,742.35","2,694.62","2,735.00",1.89,0.07,"4,217,415,337.00",2021-11-24
496,"2,765.67","2,765.67","2,720.03","2,733.12",-32.31,-1.17,"4,165,896,578.00",2021-11-23
497,"2,758.99","2,777.86","2,758.98","2,765.43",7.90,0.29,"3,929,261,627.00",2021-11-22
498,"2,771.75","2,779.84","2,750.01","2,757.53",-11.60,-0.42,"4,357,309,319.00",2021-11-21
499,"2,806.13","2,808.72","2,760.79","2,769.13",-32.39,-1.16,"6,271,867,230.00",2021-11-18
500,"2,795.19","2,825.89","2,795.19","2,801.52",16.95,0.61,"7,379,446,820.00",2021-11-17
501,"2,720.59","2,784.58","2,717.92","2,784.58",69.22,2.55,"5,521,650,856.75",2021-11-16
502,"2,688.06","2,728.32","2,685.81","2,715.35",26.44,0.98,"4,734,651,444.00",2021-11-15
503,"2,694.05","2,704.47","2,668.82","2,688.92",-1.38,-0.05,"4,096,219,525.40",2021-11-14
504,"2,750.03","2,750.03","2,687.83","2,690.29",-59.57,-2.17,"5,119,602,540.00",2021-11-11
505,"2,831.00","2,831.81","2,730.44","2,749.85",-79.79,-2.82,"6,527,729,547.00",2021-11-09
506,"2,854.38","2,862.96","2,821.73","2,829.64",-19.20,-0.67,"4,420,719,103.00",2021-11-08
507,"2,858.74","2,877.81","2,837.81","2,848.84",5.22,0.18,"6,553,059,152.00",2021-11-03
508,"2,824.83","2,845.06","2,789.59","2,843.62",23.76,0.84,"6,073,716,888.00",2021-11-02
509,"2,852.32","2,865.81","2,804.84","2,819.86",-17.75,-0.63,"7,777,510,778.00",2021-11-01
510,"2,785.95","2,837.74","2,776.05","2,837.61",55.50,1.99,"7,823,226,493.00",2021-10-31
511,"2,768.88","2,783.67","2,747.59","2,782.16",13.04,0.47,"5,395,268,628.00",2021-10-28
512,"2,753.40","2,806.65","2,717.57","2,769.13",18.06,0.66,"6,612,648,840.00",2021-10-27
513,"2,678.86","2,751.09","2,678.86","2,751.07",78.82,2.95,"6,318,340,932.00",2021-10-26
514,"2,588.75","2,672.25","2,588.75","2,672.25",87.63,3.39,"4,308,895,575.00",2021-10-25
515,"2,557.00","2,587.36","2,546.39","2,584.52",27.51,1.08,"2,773,420,135.00",2021-10-24
516,"2,573.05","2,585.21","2,543.11","2,556.95",-14.70,-0.57,"2,635,390,460.00",2021-10-21
517,"2,522.20","2,589.46","2,522.20","2,571.66",60.56,2.41,"2,679,028,155.00",2021-10-20
518,"2,588.24","2,588.24","2,482.14","2,510.73",-77.33,-2.99,"3,783,422,995.00",2021-10-19
519,"2,656.04","2,656.04","2,582.71","2,587.45",-69.51,-2.62,"2,966,899,791.00",2021-10-18
520,"2,644.41","2,665.42","2,625.13","2,656.96",17.59,0.67,"1,497,375,371.00",2021-10-17
521,"2,667.59","2,669.51","2,616.75","2,639.37",-23.19,-0.87,"3,639,468,093.00",2021-10-11
522,"2,687.19","2,718.53","2,654.75","2,662.58",-18.53,-0.69,"4,498,043,581.00",2021-10-10
